사업코드,조사구분,조사지점명,주소,X좌표,Y좌표,조사차수,조사시작일,조사종료일,"토층구분,(예 : 표토, 중토, 심토 등)",토층별 심도,준설토,카드뮴,구리,비소,수은,납,6가크롬,아연,니켈,불소,유기인화합물,폴리클로리네이티드비페닐,시안,페놀,벤젠,톨루엔,에틸벤젠,크실렌,석유계총탄화수소,트리클로로에틸렌,테트라클로로에틸렌,벤조(a)피렌,생성일,수정일,사용여부
ND2010E002,IV01,S-3,산청군 금서면 지막리 신촌마을 입구,,,1차,20081113,20081113,적토층,,,0,12,0,-99999,2,-99999,,,,-99999,-99999,0,-99999,,,,,-99999,,,,,,Y
ND2010E002,IV01,S-4,산청군 금서면 평촌리 고려요양원 인근,,,1차,20081113,20081113,적토층,,,0,5,0,-99999,4,-99999,,,,-99999,-99999,0,-99999,,,,,-99999,,,,,,Y
ND2010E002,IV01,S-5,산청군 금서면 매촌리 매촌마을 뒷측,,,1차,20081113,20081113,적토층,,,0,4,0,-99999,2,-99999,,,,-99999,-99999,0,-99999,,,,,-99999,,,,,,Y
ND2010E002,IV01,S-1,산청군 삼장면 흥계리 단독가옥 옆,,,2차,20090827,20090827,적토층,,,0,10,0,-99999,1,-99999,,,,-99999,-99999,-99999,-99999,,,,,-99999,,,,,,Y
ND2010E002,IV01,S-2,산청군 삼장면 흥계리 북촌마을 입구,,,2차,20090827,20090827,적토층,,,0,5,0,-99999,1,-99999,,,,-99999,-99999,-99999,-99999,,,,,-99999,,,,,,Y
ND2010E002,IV01,S-3,산청군 금서면 지막리 신촌마을 입구,,,2차,20090827,20090827,적토층,,,0,10,0,-99999,4,-99999,,,,-99999,-99999,-99999,-99999,,,,,-99999,,,,,,Y
ND2010E002,IV01,S-4,산청군 금서면 평촌리 고려요양원 인근,,,2차,20090827,20090827,적토층,,,0,4,0,-99999,4,-99999,,,,-99999,-99999,-99999,-99999,,,,,-99999,,,,,,Y
ND2010E002,IV01,S-5,산청군 금서면 매촌리 매촌마을 뒷측,,,2차,20090827,20090827,적토층,,,0,6,0,-99999,2,-99999,,,,-99999,-99999,-99999,-99999,,,,,-99999,,,,,,Y
ND2010E002,IV01,S-1,산청군 삼장면 흥계리 단독가옥 옆,,,3차,20100126,20100126,적토층,,,0,7,0,-99999,1,-99999,,,,-99999,-99999,-99999,-99999,,,,,-99999,,,,,,Y
ND2010E002,IV01,S-2,산청군 삼장면 흥계리 북촌마을 입구,,,3차,20100126,20100126,적토층,,,0,4,0,-99999,2,-99999,,,,-99999,-99999,-99999,-99999,,,,,-99999,,,,,,Y
ND2010E002,IV01,S-3,산청군 금서면 지막리 신촌마을 입구,,,3차,20100126,20100126,적토층,,,0,9,0,-99999,3,-99999,,,,-99999,-99999,-99999,-99999,,,,,-99999,,,,,,Y
ND2010E002,IV01,S-4,산청군 금서면 평촌리 고려요양원 인근,,,3차,20100126,20100126,적토층,,,0,4,0,-99999,2,-99999,,,,-99999,-99999,-99999,-99999,,,,,-99999,,,,,,Y
ND2010E002,IV01,S-5,산청군 금서면 매촌리 매촌마을 뒷측,,,3차,20100126,20100126,적토층,,,0,6,0,-99999,2,-99999,,,,-99999,-99999,-99999,-99999,,,,,-99999,,,,,,Y
ND2010E002,IV01,S-1,산청군 삼장면 흥계리 단독가옥 옆,,,4차,20100313,20100313,적토층,,,0,7,0,-99999,1,-99999,,,,-99999,-99999,-99999,-99999,,,,,-99999,,,,,,Y
ND2010E002,IV01,S-2,산청군 삼장면 흥계리 북촌마을 입구,,,4차,20100313,20100313,적토층,,,0,5,0,-99999,1,-99999,,,,-99999,-99999,-99999,-99999,,,,,-99999,,,,,,Y
ND2010E002,IV01,S-3,산청군 금서면 지막리 신촌마을 입구,,,4차,20100313,20100313,적토층,,,0,12,0,-99999,4,-99999,,,,-99999,-99999,-99999,-99999,,,,,-99999,,,,,,Y
ND2010E002,IV01,S-4,산청군 금서면 평촌리 고려요양원 인근,,,4차,20100313,20100313,적토층,,,0,4,0,-99999,3,-99999,,,,-99999,-99999,-99999,-99999,,,,,-99999,,,,,,Y
ND2010E002,IV01,S-5,산청군 금서면 매촌리 매촌마을 뒷측,,,4차,20100313,20100313,적토층,,,0,6,0,-99999,2,-99999,,,,-99999,-99999,-99999,-99999,,,,,-99999,,,,,,Y
DG2009E003,IV03,10-측정망,경북 영천시 망정동 200-8,,,0차,,,표토층,,,0,1,0,0,4,,34,1,125,,,-77777,,,,,,-77777,,,,,,Y
DG2009E003,IV15,경북 영천시 고경면 삼포리 298,경북 영천시 고경면 삼포리 298,,,0차,,,표토층,,,0,2,1,-77777,1,,53,19,,,,0,,,,,,-55555,,,,,,Y
DG2009E003,IV03,11-측정망,경북 영천시 교촌동 283,,,0차,,,표토층,,,0,1,0,0,2,,55,15,-55555,,,-77777,,,,,,-55555,,,,,,Y
DG2009E003,IV15,경북 영천시 고경면 상리리 195,경북 영천시 고경면 상리리 195,,,0차,,,표토층,,,0,3,1,0,1,,54,14,,,,-55555,,,,,,-55555,,,,,,Y
DG2009E003,IV15,경북 영천시 금노동 577,경북 영천시 금노동 577,,,0차,,,표토층,,,-77777,6,3,0,5,,77,17,,,,-55555,,,,,,30,,,,,,Y
DG2009E003,IV15,경북 영천시 금호읍 원기리 172,경북 영천시 금호읍 원기리 172,,,0차,,,표토층,,,0,7,2,0,3,,52,15,,,,-55555,,,,,,-55555,,,,,,Y
DG2009E003,IV15,경북 영천시 대창면 어방리 181-3,경북 영천시 대창면 어방리 181-3,,,0차,,,표토층,,,0,1,1,0,1,,58,21,,,,-55555,,,,,,-55555,,,,,,Y
DG2009E003,IV03,1-측정망,경북 영천시 금호읍 교대리 410,,,0차,,,표토층,,,1,5,0,0,3,,59,9,209,,,-77777,,,,,,22,,,,,,Y
DG2009E003,IV15,경북 영천시 도남동 190,경북 영천시 도남동 190,,,0차,,,표토층,,,0,3,1,0,5,,86,21,,,,-55555,,,,,,-55555,,,,,,Y
DG2009E003,IV03,2-측정망,경북 영천시 야사동 202,,,0차,,,표토층,,,0,3,0,0,2,,50,3,435,,,0,,,,,,-77777,,,,,,Y
DG2009E003,IV15,경북 영천시 도남동 284,경북 영천시 도남동 284,,,0차,,,표토층,,,0,9,2,0,5,,73,20,,,,-55555,,,,,,-55555,,,,,,Y
DG2009E003,IV03,3-측정망,경북 영천시 화북면 자천리 1450-1,,,0차,,,표토층,,,0,20,0,0,2,,138,11,-55555,,,-77777,,,,,,-55555,,,,,,Y
DG2009E003,IV15,경북 영천시 도남동 403,경북 영천시 도남동 403,,,0차,,,표토층,,,0,2,2,0,1,,93,22,,,,-55555,,,,,,-55555,,,,,,Y
DG2009E003,IV03,4-측정망,경북 영천시 금호읍 구암리 780,,,0차,,,표토층,,,0,4,0,0,1,,55,5,-55555,,,-77777,,,,,,-55555,,,,,,Y
DG2009E003,IV15,경북 영천시 본촌동 524-2,경북 영천시 본촌동 524-2,,,0차,,,표토층,,,0,6,2,0,3,,173,1040,,,,-55555,,,,,,-55555,,,,,,Y
DG2009E003,IV03,5-측정망,경북 영천시 화룡동 467,,,0차,,,표토층,,,0,18,0,0,2,,63,8,-55555,,,-77777,,,,,,-55555,,,,,,Y
DG2009E003,IV15,경북 영천시 봉동 592,경북 영천시 봉동 592,,,0차,,,표토층,,,-77777,3,1,-77777,3,,48,19,,,,-55555,,,,,,-55555,,,,,,Y
DG2009E003,IV03,6-측정망,경북 영천시 조교동 425-1,,,0차,,,표토층,,,0,3,0,0,4,,55,4,-55555,,,-77777,,,,,,-55555,,,,,,Y
DG2009E003,IV15,경북 영천시 북안면 반정리 577,경북 영천시 북안면 반정리 577,,,0차,,,표토층,,,-77777,1,1,0,1,,58,18,,,,-55555,,,,,,-55555,,,,,,Y
DG2009E003,IV03,7-측정망,경북 영천시 화룡동 196-1,,,0차,,,표토층,,,0,1,0,0,1,,50,14,-55555,,,-77777,,,,,,-55555,,,,,,Y
DG2009E003,IV15,경북 영천시 완산동 11,경북 영천시 완산동 11,,,0차,,,표토층,,,0,1,1,0,1,,81,31,,,,-55555,,,,,,-55555,,,,,,Y
DG2009E003,IV03,8-측정망,경북 영천시 금호읍 신월리 990,,,0차,,,표토층,,,0,2,0,0,0,,51,9,678,,,-77777,,,,,,-77777,,,,,,Y
DG2009E003,IV15,경북 영천시 화룡동 386,경북 영천시 화룡동 386,,,0차,,,표토층,,,0,6,2,0,2,,62,13,,,,-55555,,,,,,34,,,,,,Y
DG2009E003,IV03,9-측정망,경북 영천시 완산동 891,,,0차,,,표토층,,,0,7,0,0,8,,112,9,102,,,-77777,,,,,,52,,,,,,Y
DG2009E003,IV01,S-1,경상북도 영천시 사업노선 시점부,,,1차,20090319,20090319,표토층,,,0,3,0,-77777,3,-77777,14,2,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,,,,Y
DG2009E003,IV01,S-2,경상북도 영천시 사업노선 중점부,,,1차,20090319,20090319,표토층,,,0,3,0,-77777,2,-77777,17,16,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,,,,Y
DG2009E003,IV01,S-3,경상북도 영천시 사업노선 종점부,,,1차,20090319,20090319,표토층,,,0,7,0,-77777,2,-77777,22,3,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,,,,Y
DG2009E003,IV01,S-1,경상북도 영천시 사업노선 시점부,,,2차,20090509,20090509,표토층,,,0,2,0,-77777,6,-77777,22,4,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,,,,Y
DG2009E003,IV01,S-2,경상북도 영천시 사업노선 중점부,,,2차,20090509,20090509,표토층,,,0,2,0,-77777,1,-77777,19,8,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,,,,Y
DG2009E003,IV01,S-3,경상북도 영천시 사업노선 종점부,,,2차,20090509,20090509,표토층,,,0,5,0,-77777,4,-77777,15,4,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,,,,Y
DG2009E003,IV01,S-1,경상북도 영천시 사업노선 시점부,,,3차,20090912,20090912,표토층,,,0,2,0,-77777,4,-77777,16,5,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,,,,Y
DG2009E003,IV01,S-2,경상북도 영천시 사업노선 중점부,,,3차,20090912,20090912,표토층,,,0,2,0,-77777,1,-77777,18,9,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,,,,Y
DG2009E003,IV01,S-3,경상북도 영천시 사업노선 종점부,,,3차,20090912,20090912,표토층,,,0,8,0,-77777,19,3,19,3,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,-77777,,,,Y
DG2009E003,IV15,경북 영천시 화산면 유성리 1480,경북 영천시 화산면 유성리 1480,,,0차,,,표토층,,,0,3,3,0,2,,118,25,,,,-55555,,,,,,-55555,,,,,,Y
ND2009E003,IV15,남구 매암동 139-26 (울산해양경찰서),남구 매암동 139-26 (울산해양경찰서),,,0차,,,표토층,,,0,5,0,0,11,0,114,13,315,-88888,-88888,-99999,-88888,,,,,57,-88888,-88888,,,,Y
ND2009E003,IV15,남구 매암동 290-13 ((주)경동도시가스),남구 매암동 290-13 ((주)경동도시가스),,,0차,,,표토층,,,0,2,0,0,5,-99999,61,16,26,-99999,-99999,-99999,-99999,,,,,-99999,-99999,-99999,,,,Y
ND2009E003,IV15,동구 일산동 115 현대중공업(인재교육원 앞),동구 일산동 115 현대중공업(인재교육원 앞),,,0차,,,표토층,,,0,1,0,0,2,-99999,36,19,25,-99999,-99999,-99999,-99999,,,,,22,-99999,-99999,,,,Y
ND2009E003,IV03,PK-35,울산시 북구 양정동 523 (현대문화회관),,,0차,,,표토층,,,0,12,1,0,7,0,93,10,15,-88888,-88888,0,-88888,,,,,28,-88888,-88888,,,,Y
ND2009E003,IV03,PP-19,울산시 북구 양정동 700 현대자동차(주) 울산공장,,,0차,,,표토층,,,0,55,0,0,7,0,338,13,11,-88888,0,0,0,,,,,21,0,0,,,,Y
ND2009E003,IV03,PU-05,울산시 동구 일산동 907,,,0차,,,표토층,,,0,3,0,0,3,0,70,17,-88888,-88888,-88888,0,-88888,,,,,-88888,-88888,-88888,,,,Y
ND2009E003,IV01,S-1,울산화학 인근,,,1차,20080901,20080901,표토층,,,1,13,0,0,9,-99999,10,2,105,-99999,-99999,0,0,,,,,53,-99999,-99999,,,,Y
ND2009E003,IV01,S-2,예전교차로 인근,,,1차,20080901,20080901,표토층,,,0,27,0,0,5,-99999,10,1,35,-99999,-99999,0,0,,,,,32,-99999,-99999,,,,Y
ND2009E003,IV01,S-3,일산초등학교 인근,,,1차,20080901,20080901,표토층,,,0,10,0,0,1,-99999,1,2,4,-99999,-99999,0,0,,,,,43,-99999,-99999,,,,Y
ND2009E003,IV01,S-1,울산화학 인근,,,2차,20081211,20081211,표토층,,,1,14,0,0,11,-99999,11,1,98,-99999,-99999,0,0,,,,,59,-99999,-99999,,,,Y
ND2009E003,IV01,S-2,예전교차로 인근,,,2차,20081211,20081211,표토층,,,0,22,0,0,7,-99999,8,1,28,-99999,-99999,-99999,0,,,,,38,-99999,-99999,,,,Y
ND2009E003,IV01,S-3,일산초등학교 인근,,,2차,20081211,20081211,표토층,,,0,10,-99999,0,2,-99999,2,1,3,-99999,-99999,-99999,0,,,,,36,-99999,-99999,,,,Y
ND2009E003,IV01,S-1,울산화학 인근,,,3차,20090527,20090527,표토층,,,1,14,0,0,14,-99999,12,1,90,-99999,-99999,0,0,,,,,62,-99999,-99999,,,,Y
ND2009E003,IV01,S-2,예전교차로 인근,,,3차,20090527,20090527,표토층,,,0,24,0,0,6,-99999,9,1,25,-99999,-99999,-99999,0,,,,,36,-99999,-99999,,,,Y
ND2009E003,IV01,S-3,일산초등학교 인근,,,3차,20090527,20090527,표토층,,,0,11,-99999,-99999,2,-99999,2,1,4,-99999,-99999,-99999,0,,,,,31,-99999,-99999,,,,Y
ND2009E003,IV15,동구 일산동 963 일산유원지 공영주차장,동구 일산동 963 일산유원지 공영주차장,,,0차,,,표토층,,,0,2,0,0,2,-99999,30,7,10,-88888,-88888,0,-88888,,,,,-88888,-88888,-88888,,,,Y
DG2010E001,IV01,S-1,경북 포항시 남구 장기면 정천리 정천휴게소 인근,,,1차,20090304,20090304,표토층,,,-77777,1,0,0,2,0,,,,-77777,,-77777,,,,,,,,,,,,Y
DG2010E001,IV01,S-2,경북 포항시 남구 장기면 대곡리 대암관광농원 인근,,,1차,20090304,20090304,표토층,,,-77777,1,0,0,4,0,,,,-77777,,-77777,,,,,,,,,,,,Y
DG2010E001,IV01,S-3,경북 포항시 남구 장기면 창지1리 190번지 인근,,,1차,20090304,20090304,표토층,,,-77777,2,0,0,1,0,,,,-77777,,-77777,,,,,,,,,,,,Y
DG2010E001,IV01,S-1,경북 포항시 남구 장기면 정천리 정천휴게소 인근,,,2차,20090722,20090722,표토층,,,-77777,1,0,0,2,0,,,,-77777,,-77777,,,,,,,,,,,,Y
DG2010E001,IV01,S-2,경북 포항시 남구 장기면 대곡리 대암관광농원 인근,,,2차,20090722,20090722,표토층,,,-77777,1,0,0,4,0,,,,-77777,,-77777,,,,,,,,,,,,Y
DG2010E001,IV01,S-3,경북 포항시 남구 장기면 창지1리 190번지 인근,,,2차,20090722,20090722,표토층,,,-77777,2,0,0,1,0,,,,-77777,,-77777,,,,,,,,,,,,Y
DG2010E001,IV01,S-1,경북 포항시 남구 장기면 정천리 정천휴게소 인근,,,3차,20090924,20090924,표토층,,,-77777,1,0,0,2,0,,,,-77777,,-77777,,,,,,,,,,,,Y
DG2010E001,IV01,S-2,경북 포항시 남구 장기면 대곡리 대암관광농원 인근,,,3차,20090924,20090924,표토층,,,-77777,1,0,0,4,0,,,,-77777,,-77777,,,,,,,,,,,,Y
DG2010E001,IV01,S-3,경북 포항시 남구 장기면 창지1리 190번지 인근,,,3차,20090924,20090924,표토층,,,-77777,2,0,0,1,0,,,,-77777,,-77777,,,,,,,,,,,,Y
HG2009E002,IV01,S-1,경기도 남양주시 내곡터널 종점 갱구부,214195,465545,2차,20090326,20090326,표토층,,,0,2,0,0,4,-99999,,,,-99999,-99999,-99999,-99999,,,,,,,,,,,Y
HG2009E002,IV01,S-2,경기도 남양주시 광전영업소 예정부지,211690,464408,2차,20090326,20090326,표토층,,,0,3,0,0,4,-99999,,,,-99999,-99999,-99999,-99999,,,,,,,,,,,Y
HG2009E002,IV01,S-3,경기도 남양주시 덕송영업소 예정부지,210048,464115,2차,20090326,20090326,표토층,,,0,3,0,0,5,-99999,,,,-99999,-99999,-99999,-99999,,,,,,,,,,,Y
HG2009E002,IV01,S-1,경기도 남양주시 내곡터널 종점 갱구부,214195,465545,3차,20090618,20090618,표토층,,,0,2,0,0,4,-99999,,,,-99999,-99999,-99999,-99999,,,,,,,,,,,Y
HG2009E002,IV01,S-2,경기도 남양주시 광전영업소 예정부지,211690,464408,3차,20090618,20090618,표토층,,,0,3,0,0,5,-99999,,,,-99999,-99999,-99999,-99999,,,,,,,,,,,Y
HG2009E002,IV01,S-3,경기도 남양주시 덕송영업소 예정부지,210048,464115,3차,20090618,20090618,표토층,,,0,3,0,0,5,-99999,,,,-99999,-99999,-99999,-99999,,,,,,,,,,,Y
HG2009E002,IV01,S-1,경기도 남양주시 내곡터널 종점 갱구부,214195,465545,4차,20090924,20090924,표토층,,,0,2,0,0,4,-99999,,,,-99999,-99999,-99999,-99999,,,,,,,,,,,Y
HG2009E002,IV01,S-2,경기도 남양주시 광전영업소 예정부지,211690,464408,4차,20090924,20090924,표토층,,,0,3,0,0,5,-99999,,,,-99999,-99999,-99999,-99999,,,,,,,,,,,Y
HG2009E002,IV01,S-3,경기도 남양주시 덕송영업소 예정부지,210048,464115,4차,20090924,20090924,표토층,,,0,3,0,0,5,-99999,,,,-99999,-99999,-99999,-99999,,,,,,,,,,,Y
HG2009E002,IV03,SA-27,경기도 남양주시 진접읍 팔야리 762,,,0차,,,표토층,,,,2,0,0,5,,82,14,-55555,,,,,,,,,,,,,,,Y
HG2009E002,IV03,SB-04,경기도 남양주시 화도읍 가곡리 41-12,,,0차,,,표토층,,,,2,0,0,3,,84,25,-55555,,,,,,,,,,,,,,,Y
HG2009E002,IV03,SC-09,경기도 남양주시 평내동 360-1,,,0차,,,표토층,,,,3,0,0,4,,101,27,448,,,,,,,,,,,,,,,Y
HG2009E002,IV03,SF-05,경기도 남양주시 진건읍 신월리 653-19 (신월교),,,0차,,,표토층,,,,2,0,0,2,,80,29,-55555,,,,,,,,,,,,,,,Y
HG2009E002,IV03,SG-28,경기도 남양주시 진접읍 팔야리 산1,,,0차,,,표토층,,,,2,0,0,4,,18,1,-55555,,,,,,,,,,,,,,,Y
HG2009E002,IV03,SK-07,경기도 남양주시 와부읍 덕소리 110,,,0차,,,표토층,,,,4,0,0,2,,53,0,149,,,,,,,,,,,,,,,Y
HG2009E002,IV03,SM-03,경기도 남양주시 별내면 광전리 643-1 (고수농원),,,0차,,,표토층,,,,2,0,0,5,,69,9,-55555,,,,,,,,,,,,,,,Y
HG2009E002,IV03,SN-48,경기도 남양주시 진접읍 부평리 447-2,,,0차,,,표토층,,,,1,0,0,5,,63,19,-55555,,,,,,,,,,,,,,,Y
HG2009E002,IV03,SO-08,경기도 남양주시 화도읍 묵현리 산 108-2 (천마산),,,0차,,,표토층,,,,7,0,0,3,,67,7,-55555,,,,,,,,,,,,,,,Y
YS2008E008,IV03,RA-36,화순군 화순읍 교리 84,,,0차,,,표토층,,,0,6,0,0,5,0,74,9,-88888,,,-99999,,,,,,,,,,,,Y
YS2008E008,IV03,RF-03,나주시 남평읍 서산리 88-5,,,0차,,,표토층,,,0,6,0,0,2,0,137,8,-88888,,,-99999,,,,,,,,,,,,Y
YS2008E008,IV03,RK-39,화순군 화순읍 만연리 243 부영3차 APT,,,0차,,,표토층,,,0,0,0,0,3,0,46,11,242,,,-99999,,,,,,,,,,,,Y
YS2008E008,IV03,RS-31,나주시 남평읍 교원리 133,,,0차,,,표토층,,,0,3,0,0,2,0,41,10,-88888,,,-99999,,,,,,,,,,,,Y
YS2008E008,IV01,S-1,전라남도 나주시 남평읍 수위리 주산안씨묘 인근 밭,,,1차,20070820,20070822,표토층,,,0,4,0,,5,0,11,1,8,,,0,,,,,,,,,,,,Y
YS2008E008,IV01,S-2,전라남도 나주시 남평읍 광촌리 노동마을 인근 야산,,,1차,20070820,20070822,표토층,,,-88888,-88888,-88888,,-88888,-88888,-88888,-88888,-88888,,,-88888,,,,,,,,,,,,Y
YS2008E008,IV01,S-3,전라남도 나주시 남평읍 앵남리 인근 야산,,,1차,20070820,20070822,표토층,,,0,1,0,,2,0,12,1,10,,,0,,,,,,,,,,,,Y
YS2008E008,IV01,S-4,전라남도 화순군 화순읍 앵남리 인근 논,,,1차,20070820,20070822,표토층,,,-77777,4,0,,4,1,13,1,10,,,0,,,,,,,,,,,,Y
YS2008E008,IV01,S-1,전라남도 나주시 남평읍 수위리 주산안씨묘 인근 밭,,,2차,20071029,20071031,표토층,,,0,4,0,,5,-77777,8,1,6,,,0,,,,,,,,,,,,Y
YS2008E008,IV01,S-2,전라남도 나주시 남평읍 광촌리 노동마을 인근 야산,,,2차,20071029,20071031,표토층,,,-88888,-88888,-88888,,-88888,-88888,-88888,-88888,-88888,,,-88888,,,,,,,,,,,,Y
YS2008E008,IV01,S-3,전라남도 나주시 남평읍 앵남리 인근 야산,,,2차,20071029,20071031,표토층,,,0,1,0,,2,-77777,10,1,10,,,0,,,,,,,,,,,,Y
YS2008E008,IV01,S-4,전라남도 화순군 화순읍 앵남리 인근 논,,,2차,20071029,20071031,표토층,,,-77777,4,0,,5,0,14,1,8,,,0,,,,,,,,,,,,Y
YS2008E008,IV01,S-1,전라남도 나주시 남평읍 수위리 주산안씨묘 인근 밭,,,3차,20080219,20080221,표토층,,,0,5,0,,2,-77777,9,1,8,,,0,,,,,,,,,,,,Y
YS2008E008,IV01,S-2,전라남도 나주시 남평읍 광촌리 노동마을 인근 야산,,,3차,20080219,20080221,표토층,,,0,1,0,,3,0,10,1,10,,,0,,,,,,,,,,,,Y
YS2008E008,IV01,S-3,전라남도 나주시 남평읍 앵남리 인근 야산,,,3차,20080219,20080221,표토층,,,0,0,0,,1,0,9,1,11,,,0,,,,,,,,,,,,Y
YS2008E008,IV01,S-4,전라남도 화순군 화순읍 앵남리 인근 논,,,3차,20080219,20080221,표토층,,,0,3,0,,3,0,11,1,11,,,0,,,,,,,,,,,,Y
ND2008E001,IV01,S-1,울산광역시 북구 달천동 미래자등차정비공업사 인근,,,1차,20070628,20070628,표토층,,,0,7,0,,12,,152,29,22,,,,,,,,,,,,,,,Y
ND2008E001,IV01,S-2,울산광역시 북구 중산등 경동그린 아파트 북서측 약 400m,,,1차,20070628,20070628,표토층,,,0,7,0,,9,,145,27,20,,,,,,,,,,,,,,,Y
ND2008E001,IV01,S-1,울산광역시 북구 달천동 미래자등차정비공업사 인근,,,2차,20071010,20071010,표토층,,,0,7,0,,10,,147,27,20,,,,,,,,,,,,,,,Y
ND2008E001,IV01,S-2,울산광역시 북구 중산등 경동그린 아파트 북서측 약 400m,,,2차,20071010,20071010,표토층,,,0,7,0,,8,,143,25,20,,,,,,,,,,,,,,,Y
ND2008E001,IV01,S-1,울산광역시 북구 달천동 미래자등차정비공업사 인근,,,3차,20071214,20071214,표토층,,,0,8,0,,12,,153,31,23,,,,,,,,,,,,,,,Y
ND2008E001,IV01,S-2,울산광역시 북구 중산등 경동그린 아파트 북서측 약 400m,,,3차,20071214,20071214,표토층,,,0,6,0,,8,,141,24,19,,,,,,,,,,,,,,,Y
ND2008E001,IV01,S-1,울산광역시 북구 달천동 미래자등차정비공업사 인근,,,4차,20080318,20080318,표토층,,,0,8,0,,10,,152,29,21,,,,,,,,,,,,,,,Y
ND2008E001,IV01,S-2,울산광역시 북구 중산등 경동그린 아파트 북서측 약 400m,,,4차,20080318,20080318,표토층,,,0,6,0,,8,,140,23,19,,,,,,,,,,,,,,,Y
HG2009E001,IV15,철원군 갈말읍 강포리 252(1),철원군 갈말읍 강포리 252,,,0차,,,표토층,,,0,1,1,0,5,,42,9,-55555,,,,,,,,,,,,,,,Y
HG2009E001,IV15,철원군 갈말읍 강포리 252(2),철원군 갈말읍 강포리 252,,,0차,,,표토층,,,0,1,1,0,5,,42,9,-55555,,,,,,,,,,,,,,,Y
HG2009E001,IV15,철원군 갈말읍 군탄리 829-1,철원군 갈말읍 군탄리 829-1,,,0차,,,표토층,,,0,3,1,0,3,,67,36,-55555,,,,,,,,,,,,,,,Y
HG2009E001,IV15,철원군 갈말읍 군탄리 841-2(1),철원군 갈말읍 군탄리 841-2,,,0차,,,표토층,,,0,2,1,0,3,,73,39,-55555,,,,,,,,,,,,,,,Y
HG2009E001,IV15,철원군 갈말읍 군탄리 841-2(2),철원군 갈말읍 군탄리 841-2,,,0차,,,표토층,,,0,2,1,0,3,,73,39,-55555,,,,,,,,,,,,,,,Y
HG2009E001,IV15,철원군 갈말읍 내대리 343(1),철원군 갈말읍 내대리 343,,,0차,,,표토층,,,0,2,1,0,4,,79,28,-55555,,,,,,,,,,,,,,,Y
HG2009E001,IV15,철원군 갈말읍 내대리 343(2),철원군 갈말읍 내대리 343,,,0차,,,표토층,,,0,2,1,0,4,,79,28,-55555,,,,,,,,,,,,,,,Y
HG2009E001,IV15,철원군 갈말읍 지포리 417-2(1),철원군 갈말읍 지포리 417-2,,,0차,,,표토층,,,0,7,1,0,5,,93,18,-55555,,,,,,,,,,,,,,,Y
HG2009E001,IV15,철원군 갈말읍 지포리 417-2(2),철원군 갈말읍 지포리 417-2,,,0차,,,표토층,,,0,7,1,0,5,,93,18,-55555,,,,,,,,,,,,,,,Y
HG2009E001,IV15,철원군 김화읍 청양리 68(1),철원군 김화읍 청양리 68,,,0차,,,표토층,,,0,11,1,0,3,,137,19,-55555,,,,,,,,,,,,,,,Y
HG2009E001,IV15,철원군 김화읍 청양리 68(2),철원군 김화읍 청양리 68,,,0차,,,표토층,,,0,11,1,0,3,,137,19,-55555,,,,,,,,,,,,,,,Y
HG2009E001,IV15,철원군 동송읍 장흥5리 516-3(1),철원군 동송읍 장흥5리 516-3,,,0차,,,표토층,,,0,2,0,0,21,,46,13,-55555,,,,,,,,,,,,,,,Y
HG2009E001,IV15,철원군 동송읍 장흥5리 516-3(2),철원군 동송읍 장흥5리 516-3,,,0차,,,표토층,,,0,2,0,0,21,,46,13,-55555,,,,,,,,,,,,,,,Y
HG2009E001,IV15,철원군 서면 자등리 259-4(1),철원군 서면 자등리 259-4,,,0차,,,표토층,,,0,2,1,0,4,,67,29,-55555,,,,,,,,,,,,,,,Y
HG2009E001,IV15,철원군 서면 자등리 259-4(2),철원군 서면 자등리 259-4,,,0차,,,표토층,,,0,2,1,0,4,,67,29,-55555,,,,,,,,,,,,,,,Y
HG2009E001,IV15,철원군 철원읍 외촌리 1245(1),철원군 철원읍 외촌리 1245,,,0차,,,표토층,,,0,1,3,0,3,,95,34,-55555,,,,,,,,,,,,,,,Y
HG2009E001,IV15,철원군 철원읍 외촌리 1245(2),철원군 철원읍 외촌리 1245,,,0차,,,표토층,,,0,1,3,0,3,,95,34,-55555,,,,,,,,,,,,,,,Y
HG2009E001,IV15,철원군 철원읍 화지리 41-132,철원군 철원읍 화지리 41-132,,,0차,,,표토층,,,0,6,1,0,3,,72,24,228,,,,,,,,,,,,,,,Y
HG2009E001,IV15,포천시 가산면 금현리 669-2(1),포천시 가산면 금현리 669-2,,,0차,,,표토층,,,0,1,0,,2,,22,13,233,,,,,,,,,,,,,,,Y
