사업코드,조사구분,조사지점명,주소,X좌표,Y좌표,조사차수,조사시작일,조사종료일,"토층구분,(예 : 표토, 중토, 심토 등)",토층별 심도,준설토,카드뮴,구리,비소,수은,납,6가크롬,아연,니켈,불소,유기인화합물,폴리클로리네이티드비페닐,시안,페놀,벤젠,톨루엔,에틸벤젠,크실렌,석유계총탄화수소,트리클로로에틸렌,테트라클로로에틸렌,벤조(a)피렌,생성일,수정일,사용여부
ME2009E003,IV15,공장 및 공업지역(함양군),함양군수동면화산리1019-,,,0차,2006,2006,표토,,,0.027,1.912,0.223,0.062,1.373,,25.527,1.272,244.68,,,,,,,,,,,,,,,Y
ME2009E003,IV15,공장 및 공업지역(합천군),함양군수동면원평리513,,,0차,2006,2006,표토,,,0.054,1.094,0.195,0.014,0.814,,38.479,2.163,165.96,,,,,,,,,,,,,,,Y
ME2015E002,IV15,41610G03079914001,경기광주시광주대로171,,,1,,,표토,,,2.44,23.7,8.21,0.22,22.4,-88888,94.7,17.5,-88888,,,-88888,,,,,,-88888,,,,,,Y
ME2015E002,IV15,41610G03079914002,경기광주시광주대로171,,,1,,,표토,,,,,,,,,,,,,,,,,,,,241,,,,,,Y
ME2015E002,IV15,41610G03079914003,경기광주시광주대로171,,,1,,,표토,,,2.46,34.3,3.49,0,15.6,0,81.6,35.3,-88888,,,-88888,,,,,,6181,,,,,,Y
ME2015E002,IV15,41610G03079914004,경기광주시광주대로171,,,1,,,표토,,,,,,,,,,,,,,,,,,,,5558,,,,,,Y
ME2015E002,IV15,41610G03079914005,경기광주시광주대로171,,,1,,,표토,,,2.75,28.2,5.29,0.06,19.6,0,91.6,29.1,-88888,,,0,,,,,,-88888,,,,,,Y
ME2015E002,IV15,41610G03169914001,경기광주시삼지곡길95,,,1,,,표토,,,3.33,19.4,5.48,0.06,14.3,-88888,98.2,12,-88888,,,-88888,,,,,,-88888,,,,,,Y
ME2015E002,IV15,41610G03169914002,경기광주시삼지곡길95,,,1,,,표토,,,,,,,,,,,,,,,,,,,,587,,,,,,Y
ME2015E002,IV15,41610G03169914003,경기광주시삼지곡길95,,,1,,,표토,,,2.81,22.1,7.24,0,19.6,0,111.1,14.6,-88888,,,0,,,,,,256,,,,,,Y
ME2015E002,IV15,41610G03169914004,경기광주시삼지곡길95,,,1,,,표토,,,2.29,14.9,9.36,0,15.6,0,95.1,13.1,-88888,,,0,,,,,,347,,,,,,Y
ME2015E002,IV15,41610G03079914006,경기광주시광주대로171,,,0차,,,표토,,,2.75,31,6.76,0.05,17.2,-88888,196.7,26.9,-88888,,,0,,,,,,-88888,,,,,,Y
ME2015E002,IV15,41610G03079914007,경기광주시광주대로171,,,0차,,,표토,,,,,,,,,,,,,,,,,,,,2739,,,,,,Y
ME2015E002,IV15,41610G03079914008,경기광주시광주대로171,,,0차,,,표토,,,2.45,24.3,5.35,0.05,18.1,0,84.6,30.2,-88888,,,0,,,,,,459,,,,,,Y
DG2007B002,IV03,TC03,대구시달성군현풍면상리5391,,,0차,2005,2005,표토,,,0.08,4.255,0.061,0.00092,3.1,,53.42,4,-88888,,,-88888,,,,,,,,,,,,Y
ME2015E002,IV15,41610G03019914009,경기광주시오포읍오포로738-10,,,0차,,,표토,,,2.33,21,605.16,0.07,13.6,-88888,62.5,26.3,106,,,-88888,,,,,,-88888,,,,,,Y
ME2015E002,IV15,41610G03019914010,경기광주시오포읍오포로738-10,,,0차,,,표토,,,2.46,32.2,684.2,0,21.3,0,92,36.5,107,,,0,,,,,,368,,,,,,Y
ME2015E002,IV15,41610G03019914011,경기광주시오포읍오포로738-10,,,0차,,,표토,,,,,,,,,,,,,,,,,,,,0,,,,,,Y
ME2015E002,IV15,41610G03019914012,경기광주시오포읍오포로738-10,,,0차,,,표토,,,1.99,27.5,326.97,0,31.4,0,112.9,25.2,244,,,0,,,,,,234,,,,,,Y
ME2015E002,IV15,41610G03079914015,경기광주시광주대로171,,,0차,,,표토,,,3.1,25.4,10.11,0,15.4,-88888,79.5,21.5,-88888,,,-88888,,,,,,-88888,,,,,,Y
ME2015E002,IV15,41610G03079914016,경기광주시광주대로171,,,0차,,,표토,,,2.82,32.6,5.2,0,24.7,0,98,34.3,-88888,,,-88888,,,,,,102,,,,,,Y
ME2015E002,IV15,41610G03079914017,경기광주시광주대로171,,,0차,,,표토,,,,,,,,,,,,,,,,,,,,66,,,,,,Y
ME2015E002,IV15,41610G03079914018,경기광주시광주대로171,,,0차,,,표토,,,2.55,53.7,7.36,0,114,-88888,100.5,16.8,-88888,,,-88888,,,,,,175,,,,,,Y
ME2015E002,IV15,41610G03019914001,경기광주시오포읍오포로738-10,,,0차,,,표토,,,2.62,24.1,3.41,0,13.2,-88888,68.5,28.9,58,,,-88888,,,,,,-88888,,,,,,Y
ME2015E002,IV15,41610G03019914002,경기광주시오포읍오포로738-10,,,0차,,,표토,,,,,,,,,,,,,,,,,,,,243,,,,,,Y
ME2015E002,IV15,41610G03079914001,경기광주시광주대로171,,,2,,,표토,,,2.15,25.8,2.94,0,16.6,0,77.2,30.3,0,,,0,,,,,,132,,,,,,Y
ME2015E002,IV15,41610G03079914002,경기광주시광주대로171,,,2,,,표토,,,,,,,,,,,,,,,,,,,,87,,,,,,Y
ME2015E002,IV15,41610G03079914003,경기광주시광주대로171,,,2,,,표토,,,2.25,24.3,2.71,0,15.3,0,80.9,36.3,0,,,0,,,,,,-88888,,,,,,Y
ME2015E002,IV15,41610G03079914004,경기광주시광주대로171,,,2,,,표토,,,2.95,32.7,11.69,0.05,19,-88888,76.6,24.8,333,,,0,,,,,,260,,,,,,Y
ME2015E002,IV15,41610G03079914005,경기광주시광주대로171,,,2,,,표토,,,2.1,30.6,20.51,0.09,21.5,0,79.4,26.2,53,,,0,,,,,,160,,,,,,Y
ME2015E002,IV15,41610G03169914001,경기광주시삼지곡길95,,,2,,,표토,,,2.53,28.7,20.11,0,25.6,0,89,35.3,139,,,0,,,,,,243,,,,,,Y
ME2015E002,IV15,41610G03169914002,경기광주시삼지곡길95,,,2,,,표토,,,3.27,35.8,132.18,0.05,38.2,-88888,90.8,41.2,136,,,0,,,,,,-88888,,,,,,Y
ME2015E002,IV15,41610G03169914003,경기광주시삼지곡길95,,,2,,,표토,,,2.68,36.3,127.94,0,41.7,0,123.3,38.7,188,,,0,,,,,,68,,,,,,Y
ME2015E002,IV15,41610G03169914004,경기광주시삼지곡길95,,,2,,,표토,,,2.72,38.2,491.09,0.05,44.8,-88888,98.8,43.1,225,,,0,,,,,,-88888,,,,,,Y
ME2015E002,IV15,41590G03019914008,경기화성시반원동산16번지,,,0차,,,표토,,,,,,,,,,,,,,,,,,,,154,,,,,,Y
ME2015E002,IV15,41590G03039914005,경기화성시양감면용소리743번지,,,0차,,,표토,,,4,28.6,0,0.06,14.2,-88888,95.3,27.1,0,,,-88888,,,,,,-88888,,,,,,Y
ME2015E002,IV15,41590G03039914006,경기화성시반원동산16번지,,,0차,,,표토,,,2.3,17.7,5.35,0,20.9,0,70.9,21.9,0,,,0,,,,,,102,,,,,,Y
ME2014E001,IV03,TC-③-80,포항시북구흥해읍덕장리125-1(오염영향지역),,,2012,,,표토,,,3,68,11,0,78,1,272,17,728,-88888,0,0,0,,,,,141,0,0,,,,Y
ME2014E001,IV03,TC-③-80,포항시북구흥해읍덕장리125-1(오염영향지역),,,2013,,,표토,,,1.4,60.2,20.52,0.13,82.9,0.4,319.3,23.5,-88888,-88888,-88888,0.2,-88888,,,,,240,-88888,-88888,,,,Y
ME2007A168,IV03,SN-115,김포양촌면양곡리347-2,,,2002,,,표토,,,0.047,1.218,0.007,-99999,4.137,-99999,40.72,17.33,-88888,,,-99999,,,,,,,,,,,,Y
ME2007A168,IV03,SN-115,김포양촌면양곡리347-2,,,2003,,,표토,,,0.079,3.303,0.085,0.039,6.786,-99999,91.972,30.985,-88888,,,-99999,,,,,,,,,,,,Y
ME2007A168,IV03,SN-115,김포양촌면양곡리347-2,,,2004,,,표토,,,0.06,5.389,0.062,0.015,6.779,-99999,25.182,6.27,-88888,,,0.01,,,,,,,,,,,,Y
ME2007A168,IV03,SN-115,김포양촌면양곡리347-2,,,2005,,,표토,,,0.07,6.2,0.095,0.018,5.585,-99999,50.373,14.513,-88888,,,-99999,,,,,,,,,,,,Y
HG2008A001,IV03,평택시진위면하북리171-2(평택송유관공사매설부지),평택시진위면하북리171-2(평택송유관공사매설부지),,,2007,,,표토,,,0.05,2.432,0.983,0.11,2.141,0,-88888,-88888,-88888,0,-88888,0,0,,,,,0,0,0,,,,Y
HG2008A001,IV03,평택시지제동510-2(평택송유관공사매설부지),평택시지제동510-2(평택송유관공사매설부지),,,2007,,,표토,,,0.265,1.92,1.137,0.043,2.688,0,-88888,-88888,-88888,0,-88888,0,0,,,,,0,0,0,,,,Y
ME2008A078,IV15,(주)신흥합섬,경기화성시석우동2-7,,,1,,,표토,,,3.46,30.7,8.74,0.13,20.1,0,90.2,25.1,0,,,0,,,,,,-88888,,,,,,Y
ME2008A078,IV15,(주)신흥합섬,경기화성시석우동2-7,,,2,,,표토,,,2.37,38.2,4.48,0.05,133.9,0.7,462.7,13.1,253,,,0,,,,,,-88888,,,,,,Y
ME2008A078,IV15,(주)신흥합섬,경기화성시석우동2-7,,,3,,,표토,,,,,,,,,,,,,,,,,,,,135,,,,,,Y
ME2008A078,IV15,(주)신흥합섬,경기화성시석우동2-7,,,4,,,표토,,,2.49,24.6,2.45,0.08,20.1,0,87.4,14.2,369,,,0,,,,,,0,,,,,,Y
ME2008A078,IV15,삼성전자㈜,경기화성시반원동산16번지,,,1,,,표토,,,3.1,25.9,4.05,0.07,28.1,0,205.7,25.3,0,,,0,,,,,,118,,,,,,Y
ME2008A078,IV15,삼성전자㈜,경기화성시반원동산16번지,,,2,,,표토,,,2.9,19.6,7.22,0.16,25.8,0,70.6,26.6,136,,,0,,,,,,-88888,,,,,,Y
ME2008A078,IV15,삼성전자㈜,경기화성시반원동산16번지,,,3,,,표토,,,3.43,29.4,3.8,0.08,20.7,0,103.1,33.3,96,,,0,,,,,,140,,,,,,Y
ME2008A078,IV15,삼성전자㈜,경기화성시반원동산16번지,,,4,,,표토,,,,,,,,,,,,,,,,,,,,102,,,,,,Y
ME2008A078,IV15,㈜스웨코,경기화성시봉담읍동화리284,,,1,,,표토,,,3.62,39.1,0,0.08,29.7,0,117.7,21.8,56,,,0,,,,,,154,,,,,,Y
ME2008A078,IV15,대기금속,경기화성시양감면용소리743번지,,,1,,,표토,,,4.01,28.6,0,0.06,14.2,-88888,95.3,27.1,0,,,-88888,,,,,,-88888,,,,,,Y
ME2008A078,IV15,대기금속,경기화성시양감면용소리743번지,,,2,,,표토,,,2.32,17.7,5.35,0,20.9,0,70.9,21.9,0,,,0,,,,,,-88888,,,,,,Y
ME2008A078,IV15,삼성전자㈜,경기화성시반원동산16번지,,,5,,,표토,,,3.43,29.4,3.8,0.08,20.7,0,103.1,33.3,96,,,0,,,,,,102,,,,,,Y
ME2008A078,IV15,대기금속,경기화성시양감면용소리743번지,,,3,,,표토,,,2.82,25.1,0,0,18.7,0,81.8,25.3,0,,,0,,,,,,102,,,,,,Y
ME2008A078,IV15,남부산업㈜,경기화성시향남읍동오리89-1,,,1,,,표토,,,1.19,6.6,2.45,0,60,0,86.9,12.4,159,,,0,,,,,,131,,,,,,Y
ME2008A078,IV15,남부산업㈜,경기화성시향남읍동오리89-1,,,2,,,표토,,,3.45,18.4,6.33,0,44.3,0,100.3,16,38,,,0,,,,,,-88888,,,,,,Y
ME2008A078,IV15,남부산업㈜,경기화성시향남읍동오리89-1,,,0차,,,표토,,,3.27,21.4,3.17,0,23,0,101.8,12.3,121,,,0,,,,,,127,,,,,,Y
ME2008A078,IV15,덕은인터라인정유(주),경기화성시마도면쌍송리268-3,,,1,,,표토,,,4.47,37.8,9.19,0.08,66.9,-88888,129.8,31.8,0,,,-88888,,,,,,71,,,,,,Y
ME2008A078,IV15,덕은인터라인정유(주),경기화성시마도면쌍송리268-3,,,2,,,표토,,,2.45,12.7,3.95,0,23.5,0,55.1,15,0,,,0,,,,,,-88888,,,,,,Y
ME2008A078,IV15,덕은인터라인정유(주),경기화성시마도면쌍송리268-3,,,3,,,표토,,,3.51,18.6,20.22,0.07,57.1,0,104,24,0,,,0,,,,,,143,,,,,,Y
ME2008A078,IV15,덕은인터라인정유(주),경기화성시마도면쌍송리268-3,,,4,,,표토,,,,,,,,,,,,,,,,,,,,94,,,,,,Y
ME2008A078,IV15,덕은인터라인정유(주),경기화성시마도면쌍송리268-3,,,5,,,표토,,,4.7,56.5,5.94,0,22.6,-88888,89.6,27.9,-88888,,,-88888,,,,,,152,,,,,,Y
ME2008A078,IV15,우원유업㈜,경기화성시서신면전곡리630-83,,,1,,,표토,,,2.76,24.3,8.03,0,43.5,-88888,111.1,18,0,,,-88888,,,,,,-88888,,,,,,Y
ME2008A078,IV15,우원유업㈜,경기화성시서신면전곡리630-83,,,2,,,표토,,,1.67,12.3,5.45,0,118.1,0,94.3,15.2,58,,,0,,,,,,-88888,,,,,,Y
ME2008A078,IV15,우원유업㈜,경기화성시서신면전곡리630-83,,,3,,,표토,,,,,,,,,,,,,,,,,,,,136,,,,,,Y
ME2008A078,IV15,우원유업㈜,경기화성시서신면전곡리630-83,,,4,,,표토,,,75.93,879.4,16.47,4.33,13873.6,0,68716.7,51.8,395,,,0,,,,,,92,7.6,,,,,Y
ME2008A078,IV15,삼성전자㈜,경기화성시반원동산16번지,,,6,,,표토,,,2.97,22.4,4.66,0,18.2,-88888,105.2,25.3,-88888,,,-88888,,,,,,6524,,,,,,Y
ME2008A078,IV15,개나리벽지㈜,경기화성시정남면관항리245-2,,,1,,,표토,,,2.96,19.9,2.15,0,22,0,87.1,12.2,0,,,0,,,,,,-88888,,,,,,Y
ME2008A078,IV15,개나리벽지㈜,경기화성시정남면관항리245-2,,,2,,,표토,,,1.53,5.8,0,0,8.4,0,28.1,11.2,54,,,0.4,,,,,,-88888,,,,,,Y
ME2008A078,IV15,개나리벽지㈜,경기화성시정남면관항리245-2,,,3,,,표토,,,1.38,7.6,0,0,10.1,0,28,6.1,0,,,0,,,,,,111,,,,,,Y
ME2008A078,IV15,개나리벽지㈜,경기화성시정남면관항리245-2,,,4,,,표토,,,,,,,,,,,,,,,,,,,,140,,,,,,Y
ME2008A078,IV15,개나리벽지㈜,경기화성시정남면관항리245-2,,,5,,,표토,,,2.45,17.7,2.38,0,38.1,-88888,65,12.6,-88888,,,-88888,,,,,,369,,,,,,Y
ME2008A078,IV15,고려비철공업㈜,경기화성시정남면오일리396-20,,,6,,,표토,,,4.36,42.7,0,0.08,32.2,0,113.9,81.1,430,,,0,,,,,,-88888,,,,,,Y
ME2008A078,IV15,고려비철공업㈜,경기화성시정남면오일리396-20,,,1,,,표토,,,3.1,34.4,3.54,0,26.3,0,151,25.1,220,,,0,,,,,,-88888,,,,,,Y
ME2008A078,IV15,고려비철공업㈜,경기화성시정남면오일리396-20,,,2,,,표토,,,,,,,,,,,,,,,,,,,,467,,,,,,Y
ME2008A078,IV15,고려비철공업㈜,경기화성시정남면오일리396-20,,,3,,,표토,,,2.96,19.3,0,0,14.3,0,108.7,16.9,390,,,0,,,,,,132,,,,,,Y
ME2008A078,IV15,㈜스웨코,경기화성시봉담읍동화리284,,,2,,,표토,,,3.65,21,3.5,0,17.7,-88888,74.4,18.5,0,,,-88888,,,,,,132,,,,,,Y
ME2008A078,IV15,㈜스웨코,경기화성시봉담읍동화리284,,,3,,,표토,,,3.78,20.4,1.59,0,20,0,92.4,17,0,,,0,,,,,,-88888,,,,,,Y
ME2008A078,IV15,"㈜한미석유,기흥주유소","경기용인시기흥구,공세동272,263-7",,,1,,,표토,,,2.6,22.8,0,0.05,15.7,0,78.8,17,0,,,0,,,,,,195,,,,,,Y
ME2008A078,IV15,"㈜한미석유,기흥주유소","경기용인시기흥구,공세동272,263-7",,,2,,,표토,,,-88888,-88888,-88888,-88888,-88888,-88888,-88888,-88888,-88888,,,-88888,,,,,,319,,,,,,Y
ME2008A078,IV15,"㈜한미석유,기흥주유소","경기용인시기흥구,공세동272,263-7",,,3,,,표토,,,-88888,-88888,-88888,-88888,-88888,-88888,-88888,-88888,0,,,-88888,,,,,,-88888,,,,,,Y
ME2008A078,IV15,"㈜한미석유,기흥주유소","경기용인시기흥구,공세동272,263-7",,,4,,,표토,,,3.1,9.3,0,0.05,11.5,-88888,99.5,30,-88888,,,-88888,,,,,,257,,,,,,Y
ME2008A078,IV15,"㈜한미석유,기흥주유소","경기용인시기흥구,공세동272,263-7",,,5,,,표토,,,1.6,11.4,0,0,20.8,-88888,62.2,10,0,,,-88888,,,,,,-88888,,,,,,Y
ME2008A078,IV15,산성자원환경,"경기용인시수지구,동천동579-20",,,1,,,표토,,,1.5,20.2,9.25,0.11,18.3,0,55.5,14.1,134,,,0,,,,,,-88888,,,,,,Y
ME2008A078,IV15,산성자원환경,"경기용인시수지구,동천동579-20",,,2,,,표토,,,3.2,40.4,4.97,0.07,16.3,0,106.3,26.7,0,,,0,,,,,,185,,,,,,Y
ME2008A078,IV15,산성자원환경,"경기용인시수지구,동천동579-20",,,3,,,표토,,,2.3,23.5,13.85,0.11,19.9,0,71,24,0,,,0,,,,,,135,,,,,,Y
ME2008A078,IV15,메디코,"경기용인시처인구,남사면진목리2",,,1,,,표토,,,2.5,28,10.24,3.88,33.6,0,271.6,137,245,,,0,,,,,,357,,,,,,Y
ME2008A078,IV15,메디코,"경기용인시처인구,남사면진목리2",,,2,,,표토,,,2.4,23.3,9.34,1.27,39.4,0,118.8,29,0,,,0,,,,,,270,,,,,,Y
ME2008A078,IV15,메디코,"경기용인시처인구,남사면진목리2",,,3,,,표토,,,2.5,26.1,8.47,2.27,41.4,0,163.4,29.9,0,,,0,,,,,,374,,,,,,Y
ME2008A078,IV15,㈜대원고속,"경기광주시,광주대로171",,,1,,,표토,,,2.44,23.7,8.21,0.22,22.4,-88888,94.7,17.5,-88888,,,-88888,,,,,,-88888,,,,,,Y
ME2008A078,IV15,㈜대원고속,"경기광주시,광주대로171",,,2,,,표토,,,-88888,-88888,-88888,-88888,-88888,-88888,-88888,-88888,-88888,,,-88888,,,,,,241,,,,,,Y
ME2008A078,IV15,㈜대원고속,"경기광주시,광주대로171",,,3,,,표토,,,2.46,34.3,3.49,0,15.6,0,81.6,35.3,-88888,,,-88888,,,,,,6181,,,,,,Y
ME2008A078,IV15,㈜대원고속,"경기광주시,광주대로171",,,4,,,표토,,,-88888,-88888,-88888,-88888,-88888,-88888,-88888,-88888,-88888,,,-88888,,,,,,5558,,,,,,Y
ME2008A078,IV15,㈜대원고속,"경기광주시,광주대로171",,,5,,,표토,,,2.75,28.2,5.29,0.06,19.6,0,91.6,29.1,-88888,,,0,,,,,,-88888,,,,,,Y
ME2008A078,IV15,"한국문화진흥㈜,뉴서울CC","경기광주시,삼지곡길95",,,1,,,표토,,,3.33,19.4,5.48,0.06,14.3,-88888,98.2,12,-88888,,,-88888,,,,,,-88888,,,,,,Y
ME2008A078,IV15,"한국문화진흥㈜,뉴서울CC","경기광주시,삼지곡길95",,,2,,,표토,,,-88888,-88888,-88888,-88888,-88888,-88888,-88888,-88888,-88888,,,-88888,,,,,,587,,,,,,Y
ME2008A078,IV15,"한국문화진흥㈜,뉴서울CC","경기광주시,삼지곡길95",,,3,,,표토,,,2.81,22.1,7.24,0,19.6,0,111.1,14.6,-88888,,,0,,,,,,256,,,,,,Y
ME2008A078,IV15,"한국문화진흥㈜,뉴서울CC","경기광주시,삼지곡길95",,,4,,,표토,,,2.29,14.9,9.36,0,15.6,0,95.1,13.1,-88888,,,0,,,,,,347,,,,,,Y
ME2008A078,IV15,"SK네트웍스㈜,새광주주유소","경기광주시,경충대로1515",,,1,,,표토,,,2.75,31,6.76,0.05,17.2,-88888,196.7,26.9,-88888,,,0,,,,,,-88888,,,,,,Y
ME2008A078,IV15,"SK네트웍스㈜,새광주주유소","경기광주시,경충대로1515",,,2,,,표토,,,-88888,-88888,-88888,-88888,-88888,-88888,-88888,-88888,-88888,,,-88888,,,,,,2739,,,,,,Y
ME2008A078,IV15,"SK네트웍스㈜,새광주주유소","경기광주시,경충대로1515",,,3,,,표토,,,2.45,24.3,5.35,0.05,18.1,0,84.6,30.2,-88888,,,0,,,,,,459,,,,,,Y
ME2008A078,IV15,"SK네트웍스㈜,새광주주유소","경기광주시,경충대로1515",,,4,,,표토,,,2.39,22,7.18,0,17.3,-88888,78,28.8,-88888,,,-88888,,,,,,248,,,,,,Y
ME2008A078,IV15,"쌍용레미콘㈜용,인사업소","경기광주시오포읍,오포로738-10",,,1,,,표토,,,2.33,21,605.16,0.07,13.6,-88888,62.5,26.3,106,,,-88888,,,,,,-88888,,,,,,Y
ME2008A078,IV15,"쌍용레미콘㈜용,인사업소","경기광주시오포읍,오포로738-10",,,2,,,표토,,,2.46,32.2,684.2,0,21.3,0,92,36.5,107,,,0,,,,,,368,,,,,,Y
ME2008A078,IV15,"쌍용레미콘㈜용,인사업소","경기광주시오포읍,오포로738-10",,,3,,,표토,,,-88888,-88888,-88888,-88888,-88888,-88888,-88888,-88888,-88888,,,-88888,,,,,,0,,,,,,Y
ME2008A078,IV15,"쌍용레미콘㈜용,인사업소","경기광주시오포읍,오포로738-10",,,4,,,표토,,,1.99,27.5,326.97,0,31.4,0,112.9,25.2,244,,,0,,,,,,234,,,,,,Y
ME2008A078,IV15,선광주유소,"경기광주시,경충대로1962",,,1,,,표토,,,3.1,25.4,10.11,0,15.4,-88888,79.5,21.5,-88888,,,-88888,,,,,,-88888,,,,,,Y
ME2008A078,IV15,선광주유소,"경기광주시,경충대로1962",,,2,,,표토,,,2.82,32.6,5.2,0,24.7,0,98,34.3,-88888,,,-88888,,,,,,102,,,,,,Y
ME2008A078,IV15,선광주유소,"경기광주시,경충대로1962",,,3,,,표토,,,-88888,-88888,-88888,-88888,-88888,-88888,-88888,-88888,-88888,,,-88888,,,,,,66,,,,,,Y
ME2008A078,IV15,선광주유소,"경기광주시,경충대로1962",,,4,,,표토,,,2.55,53.7,7.36,0,114,-88888,100.5,16.8,-88888,,,-88888,,,,,,175,,,,,,Y
ME2008A078,IV15,"㈜빙그레,광주공장","경기광주시곤지암읍,독고개길86번길23",,,1,,,표토,,,2.62,24.1,3.41,0,13.2,-88888,68.5,28.9,58,,,-88888,,,,,,-88888,,,,,,Y
ME2008A078,IV15,"㈜빙그레,광주공장","경기광주시곤지암읍,독고개길86번길23",,,2,,,표토,,,-88888,-88888,-88888,-88888,-88888,-88888,-88888,-88888,-88888,,,-88888,,,,,,243,,,,,,Y
ME2008A078,IV15,"㈜빙그레,광주공장","경기광주시곤지암읍,독고개길86번길23",,,3,,,표토,,,2.15,25.8,2.94,0,16,0,77.2,30.3,0,,,0,,,,,,132,,,,,,Y
ME2008A078,IV15,"㈜빙그레,광주공장","경기광주시곤지암읍,독고개길86번길23",,,4,,,표토,,,-88888,-88888,-88888,-88888,-88888,-88888,-88888,-88888,-88888,,,-88888,,,,,,87,,,,,,Y
ME2008A078,IV15,"㈜빙그레,광주공장","경기광주시곤지암읍,독고개길86번길23",,,5,,,표토,,,2.25,24.3,2.71,0,15.3,0,80.9,36.3,0,,,0,,,,,,-88888,,,,,,Y
ME2008A078,IV15,㈜대연,경기광주시옥토길8,,,1,,,표토,,,2.95,32.7,11.69,0.05,19,-88888,76.6,24.8,333,,,0,,,,,,260,,,,,,Y
ME2008A078,IV15,㈜대연,경기광주시옥토길8,,,2,,,표토,,,2.1,30.6,20.51,0.09,21.5,0,79.4,26.2,53,,,0,,,,,,160,,,,,,Y
ME2008A078,IV15,㈜대연,경기광주시옥토길8,,,3,,,표토,,,2.53,28.7,20.11,0,25.6,0,89,35.3,139,,,0,,,,,,243,,,,,,Y
ME2008A078,IV15,세진산업개발㈜,"경기광주시직동로,19-12",,,1,,,표토,,,3.27,35.8,132.18,0.05,38.2,-88888,90.8,41.2,136,,,0,,,,,,-88888,,,,,,Y
ME2008A078,IV15,세진산업개발㈜,"경기광주시직동로,19-12",,,2,,,표토,,,2.68,36.3,127.94,0,41.7,0,123.3,38.7,188,,,0,,,,,,68,,,,,,Y
ME2008A078,IV15,세진산업개발㈜,"경기광주시직동로,19-12",,,3,,,표토,,,2.72,38.2,491.09,0.05,44.8,-88888,98.8,43.1,225,,,0,,,,,,-88888,,,,,,Y
ND2009A002,IV03,S'-1,기장군일광면원리산104-7,,,1,2008,2008,표토,,,1.4,227.66,21,0.07,14.55,,240.667,11.733,,,,0.118,,,,,,,,,,,,Y
ND2009A002,IV03,S'-1,기장군일광면원리산104-7,,,2,2008,2008,표토,,,0.325,88.8,24,0.098,17.3,,182,12.333,,,,0,,,,,,,,,,,,Y
ND2009A002,IV03,S'-2,기장군일광면원리291-1,,,1,2008,2008,표토,,,1.405,216,5,0.147,15.65,,174,20.2,,,,0.123,,,,,,,,,,,,Y
ND2009A002,IV03,S'-2,기장군일광면원리291-1,,,2,2008,2008,표토,,,0.58,24.65,0.19,0.017,6.15,,142,18.9,,,,0,,,,,,,,,,,,Y
ND2009A002,IV03,S'-3,기장군일광면원리311,,,1,2008,2008,표토,,,0.61,32.45,2.12,0.085,11.5,,175.333,26,,,,0,,,,,,,,,,,,Y
ND2009A002,IV03,S'-3,기장군일광면원리311,,,2,2008,2008,표토,,,0.35,13.6,1.16,0.02,10.05,,132,23.4,,,,0,,,,,,,,,,,,Y
ND2009A002,IV03,S'-4,기장군일광면원리323-3,,,1,2008,2008,표토,,,0.42,9.08,0.94,0.006,24.35,,108.667,31.167,,,,0,,,,,,,,,,,,Y
ND2009A002,IV03,S'-4,기장군일광면원리323-3,,,2,2008,2008,표토,,,0.245,9.83,2.02,0.019,5.2,,141.333,26.667,,,,0,,,,,,,,,,,,Y
ND2009A002,IV03,S'-5,기장군일광면원리602-3,,,3,2008,2008,표토,,,0.325,130.7,4.1,0.043,19.35,,136,21.767,,,,0,,,,,,,,,,,,Y
ND2009A002,IV03,S'-5,기장군일광면원리602-3,,,1,2008,2008,표토,,,0.665,51.7,0.275,0.014,10.1,,141.333,22.8,,,,0,,,,,,,,,,,,Y
ND2009A002,IV03,S'-6,기장군일광면원리634-3,,,2,2008,2008,표토,,,1.425,24.675,0.22,0.1,3.85,,272,21.967,,,,0,,,,,,,,,,,,Y
ND2009A002,IV03,S'-6,기장군일광면원리634-3,,,3,2008,2008,표토,,,0.54,33.85,0.19,0.057,9.4,,93.667,30.733,,,,0.131,,,,,,,,,,,,Y
ND2009A002,IV03,S'-7,기장군일광면원리640-1,,,1,2008,2008,표토,,,1.4,152.3,3.5,0.072,13.85,,171.667,21.9,,,,0,,,,,,,,,,,,Y
ND2009A002,IV03,S'-7,기장군일광면원리640-1,,,2,2008,2008,표토,,,0.075,3.8,0.68,0.011,3.9,,87.333,22.433,,,,0,,,,,,,,,,,,Y
ND2009A002,IV03,S'-8,기장군일광면원리684,,,1,2008,2008,표토,,,1.12,280.6,4.75,0.081,20.65,,144.667,25.4,,,,0,,,,,,,,,,,,Y
ND2009A002,IV03,S'-8,기장군일광면원리684,,,2,2008,2008,표토,,,0.5,114.2,0.455,0.049,16.75,,77,25.133,,,,0,,,,,,,,,,,,Y
ND2009A002,IV03,S'-9,기장군일광면원리647-2,,,1,2008,2008,표토,,,1.44,277.2,3.5,0.117,21.85,,63.333,28.4,,,,0.138,,,,,,,,,,,,Y
ND2009A002,IV03,S'-9,기장군일광면원리647-2,,,2,2008,2008,표토,,,0.125,9.195,0.68,0.009,18.3,,106.333,19.133,,,,0,,,,,,,,,,,,Y
